TIME,layer1,layer2,layer3,cloud_cover
2010-10-01 00:15:00,2110,4673,NA,69
2010-10-01 00:30:00,2148,2378,2418,81
2010-10-01 00:45:00,2203,2323,2418,84
2010-10-01 01:00:00,2218,2308,2418,75
2010-10-01 01:15:00,2293,2308,2418,54
2010-10-01 01:30:00,2208,2298,2418,30
2010-10-01 01:45:00,1958,2168,NA,8
2010-10-01 02:00:00,3318,NA,NA,0
2010-10-01 02:15:00,3318,NA,NA,1
2010-10-01 02:30:00,3318,NA,NA,1
2010-10-01 02:45:00,3638,5743,NA,5
2010-10-01 03:00:00,3585,3908,NA,27
2010-10-01 03:15:00,3525,3893,NA,52
2010-10-01 03:30:00,3478,3878,NA,75
2010-10-01 03:45:00,3358,3253,3278,93
2010-10-01 04:00:00,3158,3108,3278,96
2010-10-01 04:15:00,2958,3083,3278,96
2010-10-01 04:30:00,2898,2948,3128,97
2010-10-01 04:45:00,2840,2783,2978,100
2010-10-01 05:00:00,1978,2648,2633,100
2010-10-01 05:15:00,578,2265,2388,100
2010-10-01 05:30:00,568,1718,2238,100
2010-10-01 05:45:00,1130,1683,2238,100
2010-10-01 06:00:00,703,1498,1648,100
2010-10-01 06:15:00,738,1668,1663,100
2010-10-01 06:30:00,1128,1398,1663,100
2010-10-01 06:45:00,688,1398,1668,100
2010-10-01 07:00:00,708,1658,1708,100
2010-10-01 07:15:00,1058,1608,1718,100
2010-10-01 07:30:00,868,1668,1738,100
2010-10-01 07:45:00,868,1428,1548,100
2010-10-01 08:00:00,1058,1228,1428,100
2010-10-01 08:15:00,823,1218,1423,100
2010-10-01 08:30:00,708,1130,1338,100
2010-10-01 08:45:00,688,1078,1248,100
2010-10-01 09:00:00,618,1028,1248,100
2010-10-01 09:15:00,588,878,1088,100
2010-10-01 09:30:00,578,848,1063,100
2010-10-01 09:45:00,588,738,NA,100
2010-10-01 10:00:00,578,758,NA,100
2010-10-01 10:15:00,558,758,NA,100
2010-10-01 10:30:00,548,748,NA,100
2010-10-01 10:45:00,498,748,NA,100
2010-10-01 11:00:00,478,738,NA,100
2010-10-01 11:15:00,468,693,NA,100
2010-10-01 11:30:00,458,688,NA,100
2010-10-01 11:45:00,448,708,NA,100
2010-10-01 12:00:00,438,628,NA,100
2010-10-01 12:15:00,428,618,NA,100
2010-10-01 12:30:00,428,618,NA,100
2010-10-01 12:45:00,428,638,1203,100
2010-10-01 13:00:00,428,1168,1468,100
2010-10-01 13:15:00,438,1028,1468,100
2010-10-01 13:30:00,438,903,1413,100
2010-10-01 13:45:00,448,803,1413,100
2010-10-01 14:00:00,438,678,895,100
2010-10-01 14:15:00,408,638,888,100
2010-10-01 14:30:00,388,613,888,100
2010-10-01 14:45:00,388,598,NA,100
2010-10-01 15:00:00,378,588,NA,100
2010-10-01 15:15:00,388,578,NA,100
2010-10-01 15:30:00,388,583,NA,100
2010-10-01 15:45:00,388,588,NA,100
2010-10-01 16:00:00,388,608,NA,100
2010-10-01 16:15:00,388,663,1158,100
2010-10-01 16:30:00,378,668,1158,100
2010-10-01 16:45:00,338,678,1158,100
2010-10-01 17:00:00,318,658,993,100
2010-10-01 17:15:00,308,548,828,100
2010-10-01 17:30:00,298,538,828,100
2010-10-01 17:45:00,298,538,828,100
2010-10-01 18:00:00,308,528,NA,100
2010-10-01 18:15:00,298,588,NA,100
2010-10-01 18:30:00,288,538,NA,100
2010-10-01 18:45:00,270,503,1008,100
2010-10-01 19:00:00,258,953,1008,100
2010-10-01 19:15:00,258,950,1008,100
2010-10-01 19:30:00,248,753,1008,99
2010-10-01 19:45:00,238,758,1008,99
2010-10-01 20:00:00,218,678,1773,99
2010-10-01 20:15:00,218,758,1773,99
2010-10-01 20:30:00,228,1263,1193,99
2010-10-01 20:45:00,258,1208,1333,98
2010-10-01 21:00:00,268,1478,1538,98
2010-10-01 21:15:00,268,1158,1448,97
2010-10-01 21:30:00,268,828,1538,97
2010-10-01 21:45:00,288,878,1568,99
2010-10-01 22:00:00,288,888,1648,100
2010-10-01 22:15:00,308,943,1668,99
2010-10-01 22:30:00,318,978,1873,99
2010-10-01 22:45:00,318,1648,1668,99
2010-10-01 23:00:00,318,1658,1668,98
2010-10-01 23:15:00,318,1658,NA,98
2010-10-01 23:30:00,308,1578,NA,95
2010-10-01 23:45:00,298,1578,NA,92
2010-10-02 00:00:00,288,1578,NA,92
2010-10-02 00:15:00,288,1543,NA,90
2010-10-02 00:30:00,268,1543,1988,88
2010-10-02 00:45:00,268,1528,1988,90
2010-10-02 01:00:00,278,1588,1988,84
2010-10-02 01:15:00,308,1668,1988,72
2010-10-02 01:30:00,1433,1678,1988,59
2010-10-02 01:45:00,1428,1903,NA,37
2010-10-02 02:00:00,873,1978,NA,20
2010-10-02 02:15:00,318,1458,NA,21
2010-10-02 02:30:00,298,NA,NA,25
2010-10-02 02:45:00,298,NA,NA,32
2010-10-02 03:00:00,298,NA,NA,31
2010-10-02 03:15:00,298,NA,NA,25
2010-10-02 03:30:00,268,NA,NA,24
2010-10-02 03:45:00,258,NA,NA,20
2010-10-02 04:00:00,258,NA,NA,24
2010-10-02 04:15:00,248,NA,NA,21
2010-10-02 04:30:00,248,NA,NA,15
2010-10-02 04:45:00,248,NA,NA,21
2010-10-02 05:00:00,238,NA,NA,17
2010-10-02 05:15:00,238,NA,NA,16
2010-10-02 05:30:00,238,NA,NA,11
2010-10-02 05:45:00,6298,NA,NA,3
2010-10-02 06:00:00,6298,NA,NA,3
2010-10-02 06:15:00,6298,NA,NA,3
2010-10-02 06:30:00,6298,NA,NA,2
2010-10-02 06:45:00,6298,NA,NA,0
2010-10-02 07:00:00,NA,NA,NA,0
2010-10-02 07:15:00,NA,NA,NA,0
2010-10-02 07:30:00,NA,NA,NA,0
2010-10-02 07:45:00,NA,NA,NA,0
2010-10-02 08:00:00,NA,NA,NA,0
2010-10-02 08:15:00,5778,NA,NA,0
2010-10-02 08:30:00,5333,NA,NA,1
2010-10-02 08:45:00,5863,NA,NA,2
2010-10-02 09:00:00,5918,NA,NA,3
2010-10-02 09:15:00,6128,NA,NA,2
2010-10-02 09:30:00,6358,NA,NA,3
2010-10-02 09:45:00,6958,NA,NA,1
2010-10-02 10:00:00,6958,NA,NA,1
2010-10-02 10:15:00,6958,NA,NA,1
2010-10-02 10:30:00,770,4033,NA,11
2010-10-02 10:45:00,778,1698,NA,29
2010-10-02 11:00:00,788,1468,2348,51
2010-10-02 11:15:00,848,1953,2348,72
2010-10-02 11:30:00,1403,2058,4538,88
2010-10-02 11:45:00,1818,2050,2213,94
2010-10-02 12:00:00,1798,2033,2213,98
2010-10-02 12:15:00,1608,1873,2268,99
2010-10-02 12:30:00,1258,1638,2073,100
2010-10-02 12:45:00,1018,1598,1773,100
2010-10-02 13:00:00,868,1418,1373,100
2010-10-02 13:15:00,833,1138,1263,100
2010-10-02 13:30:00,820,1053,1238,100
2010-10-02 13:45:00,738,860,1213,100
2010-10-02 14:00:00,708,828,1183,100
2010-10-02 14:15:00,635,750,NA,100
2010-10-02 14:30:00,563,658,NA,100
2010-10-02 14:45:00,498,538,NA,100
2010-10-02 15:00:00,328,538,NA,100
2010-10-02 15:15:00,298,498,NA,100
2010-10-02 15:30:00,288,498,NA,100
2010-10-02 15:45:00,278,548,938,100
2010-10-02 16:00:00,278,518,938,100
2010-10-02 16:15:00,258,508,938,100
2010-10-02 16:30:00,258,838,1978,99
2010-10-02 16:45:00,273,1083,1978,95
2010-10-02 17:00:00,338,1573,1968,88
2010-10-02 17:15:00,1545,1573,1968,78
2010-10-02 17:30:00,1608,1598,1828,63
2010-10-02 17:45:00,1528,1193,1808,54
2010-10-02 18:00:00,1168,1173,1188,54
2010-10-02 18:15:00,1018,1173,1188,64
2010-10-02 18:30:00,953,1158,1188,73
2010-10-02 18:45:00,888,798,1188,81
2010-10-02 19:00:00,828,768,NA,79
2010-10-02 19:15:00,708,748,NA,69
2010-10-02 19:30:00,450,713,NA,74
2010-10-02 19:45:00,368,698,NA,78
2010-10-02 20:00:00,338,473,NA,85
2010-10-02 20:15:00,308,468,NA,96
2010-10-02 20:30:00,238,693,NA,99
2010-10-02 20:45:00,258,688,NA,99
2010-10-02 21:00:00,298,638,NA,100
2010-10-02 21:15:00,328,638,NA,100
2010-10-02 21:30:00,348,568,NA,100
2010-10-02 21:45:00,328,558,NA,100
2010-10-02 22:00:00,298,543,NA,100
2010-10-02 22:15:00,308,528,NA,100
2010-10-02 22:30:00,328,518,NA,100
2010-10-02 22:45:00,383,608,NA,100
2010-10-02 23:00:00,458,718,NA,100
2010-10-02 23:15:00,618,843,1128,100
2010-10-02 23:30:00,688,888,1128,100
2010-10-02 23:45:00,708,948,1128,98
2010-10-03 00:00:00,718,948,1128,98
2010-10-03 00:15:00,658,948,1128,98
2010-10-03 00:30:00,570,948,NA,98
2010-10-03 00:45:00,448,558,NA,99
2010-10-03 01:00:00,408,558,NA,100
2010-10-03 01:15:00,358,588,NA,100
2010-10-03 01:30:00,338,588,NA,100
2010-10-03 01:45:00,328,588,NA,100
2010-10-03 02:00:00,308,568,NA,99
2010-10-03 02:15:00,308,568,NA,87
2010-10-03 02:30:00,308,588,NA,82
2010-10-03 02:45:00,448,588,NA,82
2010-10-03 03:00:00,448,2190,NA,82
2010-10-03 03:15:00,438,2203,NA,94
2010-10-03 03:30:00,418,998,1268,99
2010-10-03 03:45:00,418,998,1268,100
2010-10-03 04:00:00,428,998,1268,100
2010-10-03 04:15:00,428,998,1268,100
2010-10-03 04:30:00,398,878,1268,100
2010-10-03 04:45:00,368,558,NA,100
2010-10-03 05:00:00,368,728,948,100
2010-10-03 05:15:00,418,713,948,100
2010-10-03 05:30:00,465,725,948,100
2010-10-03 05:45:00,498,828,948,100
2010-10-03 06:00:00,518,908,948,93
2010-10-03 06:15:00,550,928,NA,88
2010-10-03 06:30:00,978,943,NA,86
2010-10-03 06:45:00,5398,1723,1848,84
2010-10-03 07:00:00,2228,2358,2213,89
2010-10-03 07:15:00,2198,2248,2213,93
2010-10-03 07:30:00,2108,2133,2188,93
2010-10-03 07:45:00,2048,2208,2198,87
2010-10-03 08:00:00,1778,2168,2188,78
2010-10-03 08:15:00,1838,2253,2188,75
2010-10-03 08:30:00,2868,2888,3088,73
2010-10-03 08:45:00,3128,3588,3088,78
2010-10-03 09:00:00,3388,3618,3088,84
2010-10-03 09:15:00,2858,3623,3088,87
2010-10-03 09:30:00,683,3788,NA,90
2010-10-03 09:45:00,648,3788,NA,94
2010-10-03 10:00:00,638,5458,NA,98
2010-10-03 10:15:00,628,5928,NA,100
2010-10-03 10:30:00,618,870,NA,100
2010-10-03 10:45:00,618,868,NA,100
2010-10-03 11:00:00,598,798,NA,100
2010-10-03 11:15:00,578,768,1258,100
2010-10-03 11:30:00,558,768,1198,100
2010-10-03 11:45:00,545,768,1163,100
2010-10-03 12:00:00,518,758,1163,100
2010-10-03 12:15:00,508,748,1058,100
2010-10-03 12:30:00,508,738,1378,100
2010-10-03 12:45:00,498,748,1378,100
2010-10-03 13:00:00,520,763,1378,100
2010-10-03 13:15:00,1198,908,1393,99
2010-10-03 13:30:00,1345,1763,3478,88
2010-10-03 13:45:00,1368,1858,6048,78
2010-10-03 14:00:00,728,1808,6048,78
2010-10-03 14:15:00,618,883,6048,78
2010-10-03 14:30:00,638,888,6048,87
2010-10-03 14:45:00,658,908,NA,88
2010-10-03 15:00:00,708,918,NA,86
2010-10-03 15:15:00,728,948,NA,83
2010-10-03 15:30:00,698,905,NA,83
