"TIME" "day","TOA","SWin","LWin","Tair","RH","rain"
"yyyy-mm-dd HH:MM:SS","TF","W.m-2","W.m-2","W.m-2","Celsius","%","mm"
2010-10-10 08:15:00,TRUE,383.365311073807,66.18,377.813204926956,13.3227777481079,89.4161148071289,0
2010-10-10 08:30:00,TRUE,426.426937420179,87.8,375.898877205582,13.4838886260986,89.6238861083984,0
2010-10-10 08:45:00,TRUE,467.126596201214,97.2,377.296601616574,13.6094446182251,89.3727798461914,0
2010-10-10 09:00:00,TRUE,505.289941186505,143.6,366.84407770971,13.8581008911133,88.8340759277344,0
2010-10-10 09:15:00,TRUE,540.753491094526,191.2,359.445682186657,14.0249996185303,87.908332824707,0
2010-10-10 09:30:00,TRUE,573.365329899122,219.3,353.499757575796,14.296667098999,86.4394454956055,0
2010-10-10 09:45:00,TRUE,602.985757592923,193.6,364.901472638415,14.4472217559814,85.2066650390625,0
2010-10-10 10:00:00,TRUE,629.487888620456,168.5,349.380330443244,14.5893850326538,83.4720687866211,0
2010-10-10 10:15:00,TRUE,652.758195417068,238.8,357.695479022059,14.8583335876465,80.3211135864258,0
2010-10-10 10:30:00,TRUE,672.696994725637,408.5,309.6147587212,15.1066665649414,76.0738906860352,0
2010-10-10 10:45:00,TRUE,689.218874607551,494.1,297.652659750216,15.164999961853,69.7383346557617,0
2010-10-10 11:00:00,TRUE,702.253060319095,504.3,298.489624541409,15.2709493637085,65.7569808959961,0
2010-10-10 11:15:00,TRUE,711.743717485717,515.6,300.092667298277,15.3327779769897,62.9466667175293,0
2010-10-10 11:30:00,TRUE,717.650191275645,523.6,300.105126229044,15.3599996566772,59.7294425964355,0
2010-10-10 11:45:00,TRUE,719.947180548275,530.3,300.864894767947,15.4472217559814,57.4855537414551,0
2010-10-10 12:00:00,TRUE,718.624846231383,532.4,299.245665208543,16.5558662414551,51.685474395752,0
2010-10-10 12:15:00,TRUE,713.688853462948,537.5,299.62702696465,17.0616664886475,49.3505554199219,0
2010-10-10 12:30:00,TRUE,705.160347317076,532,299.791526028462,17.4344444274902,48.3822212219238,0
2010-10-10 12:45:00,TRUE,693.075862218111,524.6,301.273255217225,17.6744441986084,48.6927795410156,0
2010-10-10 13:00:00,TRUE,677.487165430917,517,299.958395170871,17.5089378356934,48.8189926147461,0
2010-10-10 13:15:00,TRUE,658.461035297932,506.2,298.491526028462,17.4061107635498,48.156665802002,0
2010-10-10 13:30:00,TRUE,636.078975172965,492.1,297.845665208543,17.5394439697266,47.3211097717285,0
2010-10-10 13:45:00,TRUE,610.436864277098,471.6,298.674664139039,17.656665802002,47.7144432067871,0
2010-10-10 14:00:00,TRUE,581.644546972586,448.4,298.9089804375,17.8502788543701,45.7955322265625,0
2010-10-10 14:15:00,TRUE,549.825362214072,421.7,298.52702696465,17.7883338928223,45.5383338928223,0
2010-10-10 14:30:00,TRUE,515.115615192842,396.4,298.62702696465,17.9799995422363,44.3494453430176,0
2010-10-10 14:45:00,TRUE,477.663993437629,368.4,297.0089804375,18.2348575592041,42.0234298706055,0
2010-10-10 15:00:00,TRUE,437.630929873117,338.2,296.964894767947,18.3286876678467,41.662296295166,0
2010-10-10 15:15:00,TRUE,395.187915564792,302.8,296.305126229044,18.5094451904297,40.6466674804688,0
2010-10-10 15:30:00,TRUE,350.516765094006,258.7,292.615332129055,18.4144439697266,39.5733337402344,0
2010-10-10 15:45:00,TRUE,303.808837710438,153.2,288.004600262926,18.3033332824707,37.0005569458008,0
2010-10-10 16:00:00,TRUE,255.264217598144,89.1,290.136640477287,18.2653636932373,41.1849174499512,0
2010-10-10 16:15:00,TRUE,205.090856766931,30.18,287.4147587212,18.0622215270996,42.4005546569824,0
2010-10-10 16:30:00,TRUE,153.503684240383,69.58,286.377975594318,17.8950004577637,43.1938896179199,0
2010-10-10 16:45:00,TRUE,100.723685357057,79.7,286.077975594318,17.6644439697266,45.0094451904297,0
2010-10-10 17:00:00,TRUE,46.9769551282667,46.01,285.990061412544,17.4173183441162,47.7670402526855,0
2010-10-10 17:15:00,FALSE,0,18.63,284.829832429189,17.0205554962158,49.8211097717285,0
2010-10-10 17:30:00,FALSE,0,1.487,283.481755693978,16.602222442627,51.7383346557617,0
2010-10-10 17:45:00,FALSE,0,0,281.620330443244,16.2083339691162,53.668888092041,0
2010-10-10 18:00:00,FALSE,0,0,279.62146411276,15.814525604248,54.7776527404785,0
2010-10-10 18:15:00,FALSE,0,0,277.631702804357,15.4766664505005,55.7355537414551,0
2010-10-10 18:30:00,FALSE,0,0,276.151021348677,15.0051946640015,57.8571434020996,0
2010-10-10 18:45:00,FALSE,0,0,275.6793946112,14.3872222900391,60.5999984741211,0
2010-10-10 19:00:00,FALSE,0,0,275.056601616574,13.7508382797241,63.028491973877,0
2010-10-10 19:15:00,FALSE,0,0,273.700760260795,13.4049997329712,65.537223815918,0
2010-10-10 19:30:00,FALSE,0,0,272.753904682912,13.1707181930542,68.9972381591797,0
2010-10-10 19:45:00,FALSE,0,0,272.849644873537,12.9716663360596,70.8949966430664,0
2010-10-10 20:00:00,FALSE,0,0,271.850414963177,12.6234636306763,72.7664794921875,0
2010-10-10 20:15:00,FALSE,0,0,271.4562044272,12.4616670608521,74.3994445800781,0
2010-10-10 20:30:00,FALSE,0,0,271.167002751998,12.175555229187,76.6050033569336,0
2010-10-10 20:45:00,FALSE,0,0,271.210312482044,12.0977773666382,77.8527755737305,0
2010-10-10 21:00:00,FALSE,0,0,270.629435574495,11.8810052871704,80.0111694335938,0
2010-10-10 21:15:00,FALSE,0,0,271.1782854375,11.8199996948242,81.3038864135742,0
2010-10-10 21:30:00,FALSE,0,0,284.353539545318,11.7755556106567,82.2155532836914,0
2010-10-10 21:45:00,FALSE,0,0,342.299435574495,11.7972221374512,82.8111114501953,0
2010-10-10 22:00:00,FALSE,0,0,366.272799434983,11.7944135665894,83.5424575805664,0
2010-10-10 22:15:00,FALSE,0,0,367.840312482044,11.7561111450195,84.283332824707,0
2010-10-10 22:30:00,FALSE,0,0,366.320312482044,11.7733335494995,84.5855560302734,0
2010-10-10 22:45:00,FALSE,0,0,365.422799434983,11.6850004196167,85.3555526733398,0
2010-10-10 23:00:00,FALSE,0,0,364.755840595235,11.6189947128296,85.6547470092773,0
2010-10-10 23:15:00,FALSE,0,0,364.539435574495,11.5722217559814,85.745002746582,0
2010-10-10 23:30:00,FALSE,0,0,361.699435574495,11.5100002288818,86.0122222900391,0
2010-10-10 23:45:00,FALSE,0,0,358.413583984594,11.5705556869507,85.9861145019531,0
2010-10-11 00:00:00,FALSE,0,0,345.093583984594,11.643575668335,85.9173202514648,0
2010-10-11 00:15:00,FALSE,0,0,333.889435574495,11.7144441604614,85.8783340454102,0
2010-10-11 00:30:00,FALSE,0,0,282.853539545318,11.7022218704224,85.9716644287109,0
2010-10-11 00:45:00,FALSE,0,0,278.705704174783,11.7094440460205,85.9944458007812,0
2010-10-11 01:00:00,FALSE,0,0,293.249345920287,11.6944131851196,86.0703887939453,0
2010-10-11 01:15:00,FALSE,0,0,291.853539545318,11.8055553436279,85.4944458007812,0
2010-10-11 01:30:00,FALSE,0,0,331.215840595235,11.9955558776855,84.6977767944336,0
2010-10-11 01:45:00,FALSE,0,0,341.828380124856,12.0827779769897,84.0177764892578,0
2010-10-11 02:00:00,FALSE,0,0,349.99618075218,12.1033515930176,83.4843597412109,0
2010-10-11 02:15:00,FALSE,0,0,333.457002751998,11.9927778244019,83.4300003051758,0
2010-10-11 02:30:00,FALSE,0,0,323.058380124856,11.953332901001,83.3311080932617,0
2010-10-11 02:45:00,FALSE,0,0,342.638380124856,12.0666666030884,84.4327774047852,0
2010-10-11 03:00:00,FALSE,0,0,354.488380124856,12.0055866241455,84.7905044555664,0
2010-10-11 03:15:00,FALSE,0,0,355.098380124856,11.8605556488037,84.1016693115234,0
2010-10-11 03:30:00,FALSE,0,0,331.630312482044,11.6105556488037,81.9922256469727,0
2010-10-11 03:45:00,FALSE,0,0,339.225840595235,11.442777633667,81.8094482421875,0
2010-10-11 04:00:00,FALSE,0,0,322.113583984594,11.4134082794189,81.4078216552734,0
2010-10-11 04:15:00,FALSE,0,0,307.523583984594,11.3927774429321,81.4144439697266,0
2010-10-11 04:30:00,FALSE,0,0,279.529345920287,11.3994445800781,81.9872207641602,0
2010-10-11 04:45:00,FALSE,0,0,287.629345920287,11.2877779006958,82.1733322143555,0
2010-10-11 05:00:00,FALSE,0,0,291.005704174783,11.2134075164795,82.2972030639648,0
2010-10-11 05:15:00,FALSE,0,0,284.68261392132,11.1700000762939,82.1711120605469,0
2010-10-11 05:30:00,FALSE,0,0,284.53808634124,11.0177774429321,82.9599990844727,0
2010-10-11 05:45:00,FALSE,0,0,272.975421482049,10.8999996185303,83.3716659545898,0
2010-10-11 06:00:00,FALSE,0,0,271.0556320512,10.8402233123779,83.6145248413086,0
2010-10-11 06:15:00,FALSE,0,0,269.436391403786,10.6794443130493,84.2483367919922,0
2010-10-11 06:30:00,TRUE,26.1876127323434,3.153,268.717699153409,10.6016578674316,84.3972396850586,0
2010-10-11 06:45:00,TRUE,80.0985251328143,13.25,269.417699153409,10.5711107254028,84.3266677856445,0
2010-10-11 07:00:00,TRUE,133.10106852543,32.73,267.1556320512,10.5,84.2664794921875,0
2010-10-11 07:15:00,TRUE,184.968196437173,49.53,265.395760082868,10.4849996566772,83.7316665649414,0
2010-10-11 07:30:00,TRUE,235.477726232376,81.6,265.5782854375,10.5977773666382,82.1544418334961,0
2010-10-11 07:45:00,TRUE,284.413290872721,106.7,265.482799434983,10.6566667556763,81.5872192382812,0
2010-10-11 08:00:00,TRUE,331.56526576457,138.6,265.8562044272,10.803352355957,80.2620086669922,0
2010-10-11 08:15:00,TRUE,376.731666723347,176.4,266.649644873537,10.9233331680298,79.1033325195312,0
2010-10-11 08:30:00,TRUE,419.71901520812,218.2,268.526210813175,11.0716667175293,78.0466690063477,0
2010-10-11 08:45:00,TRUE,460.343167120285,254.7,269.077556152344,11.2472219467163,77.1766662597656,0
2010-10-11 09:00:00,TRUE,498.430101615997,291.3,270.1793946112,11.5011177062988,76.0201110839844,0
2010-10-11 09:15:00,TRUE,533.816666553224,325.5,272.631702804357,11.8183336257935,73.0194473266602,0
2010-10-11 09:30:00,TRUE,566.351277380272,360.1,275.069758887044,12.1288890838623,70.7777786254883,0
